,Dialogue ID,Chapter ID,Place ID,Character ID,Dialogue,Character Name,Species,Gender,House,Patronus,Wand (Wood),Wand (Core),Chapter Name,Movie ID,Movie Chapter,Tokens_Gensim,Tokens,pos_tags,chunks,all_entities_spacy_dial,wordcount,spell_count,SentimentScore,CompScore,PosScore,NegScore,NeuScore,PosFlag,NegFlag,NeuFlag,chara
6341,6342,197,74,2,"Do you know why I listen to that radio, every night?  Do you!  To make sure I don't hear Ginny's name or Fred or George or Mum or --",ron weasley,Human,Male,Gryffindor,Jack Russell Terrier,,,Broken Ranks,7,14,"['do', 'you', 'know', 'why', 'listen', 'to', 'that', 'radio', 'every', 'night', 'do', 'you', 'to', 'make', 'sure', 'don', 'hear', 'ginny', 'name', 'or', 'fred', 'or', 'george', 'or', 'mum', 'or']","['know', 'listen', 'radio', 'every', 'night', 'make', 'sure', 'hear', 'ginny', 'name', 'fred', 'george', 'mum']","[('know', 'NNS'), ('listen', 'VBP'), ('radio', 'JJ'), ('every', 'DT'), ('night', 'NN'), ('make', 'VBP'), ('sure', 'JJ'), ('hear', 'JJ'), ('ginny', 'NN'), ('name', 'NN'), ('fred', 'VBD'), ('george', 'NN'), ('mum', 'NN')]","(S
  know/NNS
  listen/VBP
  radio/JJ
  every/DT
  night/NN
  make/VBP
  sure/JJ
  hear/JJ
  ginny/NN
  name/NN
  fred/VBD
  george/NN
  mum/NN)","[('every night', 'TIME'), ('Ginny', 'PERSON'), ('Fred', 'PERSON'), ('George', 'PERSON'), ('Mum', 'PERSON')]",13,[],"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.3802}",0.3802,0.091,0.0,0.909,1,0,0,"['fred weasley', 'george weasley', 'ginny weasley']"
6342,6343,197,74,1,You think I don't listen!  You think I don't know what it's like --,harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Broken Ranks,7,14,"['you', 'think', 'don', 'listen', 'you', 'think', 'don', 'know', 'what', 'it', 'like']","['think', 'listen', 'think', 'know', 'like']","[('think', 'VBP'), ('listen', 'JJ'), ('think', 'VBP'), ('know', 'VBP'), ('like', 'IN')]",(S think/VBP listen/JJ think/VBP know/VBP like/IN),[],5,[],"{'neg': 0.0, 'neu': 0.798, 'pos': 0.202, 'compound': 0.4199}",0.4199,0.202,0.0,0.798,1,0,0,[]
6343,6344,197,74,3,Stop!  Stop!,hermione granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,Broken Ranks,7,14,"['stop', 'stop']","['stop', 'stop']","[('stop', 'VB'), ('stop', 'NN')]",(S stop/VB stop/NN),[],2,[],"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.6103}",-0.6103,0.0,1.0,0.0,0,1,0,[]
6344,6345,197,74,1,Go then.  But leave that.,harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Broken Ranks,7,14,"['go', 'then', 'but', 'leave', 'that']","['go', 'leave']","[('go', 'NNS'), ('leave', 'VBP')]",(S go/NNS leave/VBP),[],2,[],"{'neg': 0.245, 'neu': 0.755, 'pos': 0.0, 'compound': -0.0772}",-0.0772,0.0,0.245,0.755,0,1,0,[]
6345,6346,197,74,2,And you?,ron weasley,Human,Male,Gryffindor,Jack Russell Terrier,,,Broken Ranks,7,14,"['and', 'you']",[],[],(S ),[],0,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
6346,6347,197,74,3,Me?,hermione granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,Broken Ranks,7,14,['me'],[],[],(S ),[],0,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
6347,6348,197,74,2,Are you staying?  Or coming?,ron weasley,Human,Male,Gryffindor,Jack Russell Terrier,,,Broken Ranks,7,14,"['are', 'you', 'staying', 'or', 'coming']","['staying', 'coming']","[('staying', 'VBG'), ('coming', 'VBG')]",(S staying/VBG coming/VBG),[],2,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
6348,6349,197,74,2,"Fine.  I get it.  I saw you two the other night.  Yeah, that's right.  Didn't know I knew, did you?",ron weasley,Human,Male,Gryffindor,Jack Russell Terrier,,,Broken Ranks,7,14,"['fine', 'get', 'it', 'saw', 'you', 'two', 'the', 'other', 'night', 'yeah', 'that', 'right', 'didn', 'know', 'knew', 'did', 'you']","['fine', 'get', 'saw', 'two', 'night', 'yeah', 'right', 'know', 'knew']","[('fine', 'JJ'), ('get', 'NN'), ('saw', 'VBD'), ('two', 'CD'), ('night', 'NN'), ('yeah', 'RB'), ('right', 'RB'), ('know', 'VBP'), ('knew', 'NNS')]","(S
  fine/JJ
  get/NN
  saw/VBD
  two/CD
  night/NN
  yeah/RB
  right/RB
  know/VBP
  knew/NNS)","[('two', 'CARDINAL')]",9,[],"{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.4588}",0.4588,0.211,0.0,0.789,1,0,0,[]
6349,6350,197,74,3,"What?  Ron, no -- please --",hermione granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,Broken Ranks,7,14,"['what', 'ron', 'no', 'please']","['ron', 'please']","[('ron', 'NN'), ('please', 'NN')]",(S ron/NN please/NN),"[('Ron', 'PERSON')]",2,[],"{'neg': 0.259, 'neu': 0.471, 'pos': 0.271, 'compound': 0.0258}",0.0258,0.271,0.259,0.471,0,0,1,['ron weasley']
6350,6351,197,74,3,He's gone.,hermione granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,Broken Ranks,7,14,"['he', 'gone']",['gone'],"[('gone', 'VBN')]",(S gone/VBN),[],1,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
6351,6352,198,74,1,Salvio Hexia... Protego Totalum...,harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Clues Revealed,7,15,"['salvio', 'hexia', 'protego', 'totalum']","['salvio', 'hexia', 'protego', 'totalum']","[('salvio', 'NN'), ('hexia', 'NN'), ('protego', 'NN'), ('totalum', 'NN')]",(S salvio/NN hexia/NN protego/NN totalum/NN),"[('Protego Totalum', 'PERSON')]",4,"['protego', 'protego totalum', 'salvio hexia']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
6352,6353,198,74,3,It's a Muggle station.,hermione granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,Clues Revealed,7,15,"['it', 'muggle', 'station']","['muggle', 'station']","[('muggle', 'NN'), ('station', 'NN')]",(S muggle/NN station/NN),"[('Muggle', 'PRODUCT')]",2,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,['station guard']
6353,6354,198,74,1,You were right.  It's like you said.  Snitches have flesh memories.  But I didn't catch my first Snitch with my hand.  I almost swallowed it.,harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Clues Revealed,7,15,"['you', 'were', 'right', 'it', 'like', 'you', 'said', 'snitches', 'have', 'flesh', 'memories', 'but', 'didn', 'catch', 'my', 'first', 'snitch', 'with', 'my', 'hand', 'almost', 'swallowed', 'it']","['right', 'like', 'said', 'snitches', 'flesh', 'memories', 'catch', 'first', 'snitch', 'hand', 'almost', 'swallowed']","[('right', 'NN'), ('like', 'IN'), ('said', 'VBD'), ('snitches', 'NNS'), ('flesh', 'JJ'), ('memories', 'NNS'), ('catch', 'VBP'), ('first', 'RB'), ('snitch', 'JJ'), ('hand', 'NN'), ('almost', 'RB'), ('swallowed', 'VBD')]","(S
  right/NN
  like/IN
  said/VBD
  snitches/NNS
  flesh/JJ
  memories/NNS
  catch/VBP
  first/RB
  snitch/JJ
  hand/NN
  almost/RB
  swallowed/VBD)","[('Snitches', 'ORG'), ('first', 'ORDINAL'), ('Snitch', 'NORP')]",12,[],"{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.7227}",0.7227,0.224,0.0,0.776,1,0,0,[]
6354,6355,198,74,3,'I open at the close?',hermione granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,Clues Revealed,7,15,"['open', 'at', 'the', 'close']","['open', 'close']","[('open', 'JJ'), ('close', 'NN')]",(S open/JJ close/NN),[],2,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
6355,6356,198,74,1,What do you reckon it means?,harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Clues Revealed,7,15,"['what', 'do', 'you', 'reckon', 'it', 'means']","['reckon', 'means']","[('reckon', 'NN'), ('means', 'NNS')]",(S reckon/NN means/NNS),[],2,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
6356,6357,198,74,3,"I don't know.  But look, I've found something as well...",hermione granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,Clues Revealed,7,15,"['don', 'know', 'but', 'look', 've', 'found', 'something', 'as', 'well']","['know', 'look', 'found', 'something', 'well']","[('know', 'JJ'), ('look', 'NN'), ('found', 'VBD'), ('something', 'NN'), ('well', 'RB')]",(S know/JJ look/NN found/VBD something/NN well/RB),[],5,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
6357,6358,198,74,3,"I thought it was a picture of an eye, but now I don't think it is. It isn't a rune and it's not in Spellman's Syllabary either.  And it's been inked in -- somebody drew it -- it isn't part of the book.",hermione granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,Clues Revealed,7,15,"['thought', 'it', 'was', 'picture', 'of', 'an', 'eye', 'but', 'now', 'don', 'think', 'it', 'is', 'it', 'isn', 'rune', 'and', 'it', 'not', 'in', 'spellman', 'syllabary', 'either', 'and', 'it', 'been', 'inked', 'in', 'somebody', 'drew', 'it', 'it', 'isn', 'part', 'of', 'the', 'book']","['thought', 'picture', 'eye', 'think', 'rune', 'spellman', 'syllabary', 'either', 'inked', 'somebody', 'drew', 'part', 'book']","[('thought', 'JJ'), ('picture', 'NN'), ('eye', 'NN'), ('think', 'VBP'), ('rune', 'JJ'), ('spellman', 'NN'), ('syllabary', 'JJ'), ('either', 'CC'), ('inked', 'JJ'), ('somebody', 'NN'), ('drew', 'VBD'), ('part', 'NN'), ('book', 'NN')]","(S
  thought/JJ
  picture/NN
  eye/NN
  think/VBP
  rune/JJ
  spellman/NN
  syllabary/JJ
  either/CC
  inked/JJ
  somebody/NN
  drew/VBD
  part/NN
  book/NN)","[(""Spellman's Syllabary"", 'ORG')]",13,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
6358,6359,198,74,1,"Luna's dad was wearing that, at Ron- At Bill and Fleur's wedding.",harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Clues Revealed,7,15,"['luna', 'dad', 'was', 'wearing', 'that', 'at', 'ron', 'at', 'bill', 'and', 'fleur', 'wedding']","['luna', 'dad', 'wearing', 'ron', 'bill', 'fleur', 'wedding']","[('luna', 'NN'), ('dad', 'NN'), ('wearing', 'VBG'), ('ron', 'NN'), ('bill', 'NN'), ('fleur', 'VBZ'), ('wedding', 'VBG')]",(S luna/NN dad/NN wearing/VBG ron/NN bill/NN fleur/VBZ wedding/VBG),"[('Luna', 'ORG'), ('Bill', 'PERSON'), ('Fleur', 'ORG')]",7,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,"['ron weasley', 'luna lovegood', 'bill weasley', 'fleur delacour']"
6359,6360,198,74,3,What d'you mean -- wearing it?,hermione granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,Clues Revealed,7,15,"['what', 'you', 'mean', 'wearing', 'it']","['mean', 'wearing']","[('mean', 'NN'), ('wearing', 'NN')]",(S mean/NN wearing/NN),[],2,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
6360,6361,198,74,1,Around his neck.  Like an amulet. I didn't think much of it at the time.  You know Luna -- she's always got some mad thing or the other she's carrying around.  I just figured it ran in the family.,harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Clues Revealed,7,15,"['around', 'his', 'neck', 'like', 'an', 'amulet', 'didn', 'think', 'much', 'of', 'it', 'at', 'the', 'time', 'you', 'know', 'luna', 'she', 'always', 'got', 'some', 'mad', 'thing', 'or', 'the', 'other', 'she', 'carrying', 'around', 'just', 'figured', 'it', 'ran', 'in', 'the', 'family']","['around', 'neck', 'like', 'amulet', 'think', 'much', 'time', 'know', 'luna', 'always', 'got', 'mad', 'thing', 'carrying', 'around', 'figured', 'ran', 'family']","[('around', 'RB'), ('neck', 'MD'), ('like', 'VB'), ('amulet', 'NN'), ('think', 'VB'), ('much', 'JJ'), ('time', 'NN'), ('know', 'VB'), ('luna', 'NN'), ('always', 'RB'), ('got', 'VBD'), ('mad', 'JJ'), ('thing', 'NN'), ('carrying', 'VBG'), ('around', 'RB'), ('figured', 'VBD'), ('ran', 'VBD'), ('family', 'NN')]","(S
  around/RB
  neck/MD
  like/VB
  amulet/NN
  think/VB
  much/JJ
  time/NN
  know/VB
  luna/NN
  always/RB
  got/VBD
  mad/JJ
  thing/NN
  carrying/VBG
  around/RB
  figured/VBD
  ran/VBD
  family/NN)","[('Luna', 'PERSON')]",18,[],"{'neg': 0.079, 'neu': 0.86, 'pos': 0.061, 'compound': -0.1779}",-0.1779,0.061,0.079,0.86,0,1,0,['luna lovegood']
6361,6362,198,74,3,Why would someone have drawn it in a children's book?,hermione granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,Clues Revealed,7,15,"['why', 'would', 'someone', 'have', 'drawn', 'it', 'in', 'children', 'book']","['would', 'someone', 'drawn', 'children', 'book']","[('would', 'MD'), ('someone', 'NN'), ('drawn', 'VB'), ('children', 'NNS'), ('book', 'NN')]",(S would/MD someone/NN drawn/VB children/NNS book/NN),[],5,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
6362,6363,198,74,1,"Hermione, I've been thinking.  I -- I want to go to Godric's Hollow. It's where I was born, it's where my parents died --",harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Clues Revealed,7,15,"['hermione', 've', 'been', 'thinking', 'want', 'to', 'go', 'to', 'godric', 'hollow', 'it', 'where', 'was', 'born', 'it', 'where', 'my', 'parents', 'died']","['hermione', 'thinking', 'want', 'go', 'godric', 'hollow', 'born', 'parents', 'died']","[('hermione', 'NN'), ('thinking', 'NN'), ('want', 'VBP'), ('go', 'VB'), ('godric', 'JJ'), ('hollow', 'NN'), ('born', 'VBN'), ('parents', 'NNS'), ('died', 'VBD')]","(S
  hermione/NN
  thinking/NN
  want/VBP
  go/VB
  godric/JJ
  hollow/NN
  born/VBN
  parents/NNS
  died/VBD)","[('Godric', 'PERSON')]",9,[],"{'neg': 0.151, 'neu': 0.795, 'pos': 0.054, 'compound': -0.5106}",-0.5106,0.054,0.151,0.795,0,1,0,['hermione granger']
6363,6364,198,74,3,And it's exactly where You-Know- Who will expect you to go. Because it means something to you.,hermione granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,Clues Revealed,7,15,"['and', 'it', 'exactly', 'where', 'you', 'know', 'who', 'will', 'expect', 'you', 'to', 'go', 'because', 'it', 'means', 'something', 'to', 'you']","['exactly', 'know', 'expect', 'go', 'means', 'something']","[('exactly', 'RB'), ('know', 'VBP'), ('expect', 'VBP'), ('go', 'VB'), ('means', 'VBZ'), ('something', 'NN')]",(S exactly/RB know/VBP expect/VBP go/VB means/VBZ something/NN),[],6,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
6364,6365,198,74,1,"But it means something to him too, Hermione.  You-Know-Who nearly died there.  Wouldn't that be just the kind of place he'd hide a Horcrux?",harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Clues Revealed,7,15,"['but', 'it', 'means', 'something', 'to', 'him', 'too', 'hermione', 'you', 'know', 'who', 'nearly', 'died', 'there', 'wouldn', 'that', 'be', 'just', 'the', 'kind', 'of', 'place', 'he', 'hide', 'horcrux']","['means', 'something', 'hermione', 'know', 'nearly', 'died', 'kind', 'place', 'hide', 'horcrux']","[('means', 'NNS'), ('something', 'NN'), ('hermione', 'NN'), ('know', 'VBP'), ('nearly', 'RB'), ('died', 'VBN'), ('kind', 'NN'), ('place', 'NN'), ('hide', 'NN'), ('horcrux', 'NN')]","(S
  means/NNS
  something/NN
  hermione/NN
  know/VBP
  nearly/RB
  died/VBN
  kind/NN
  place/NN
  hide/NN
  horcrux/NN)","[('Hermione', 'GPE'), ('Horcrux', 'ORG')]",10,[],"{'neg': 0.249, 'neu': 0.751, 'pos': 0.0, 'compound': -0.7876}",-0.7876,0.0,0.249,0.751,0,1,0,"['hermione granger', 'nearly headless nick']"
6365,6366,198,74,3,"It's dangerous, Harry.  But I have to admit, recently even I've been thinking we might have to go.  I think it's possible something else is hidden there. The sword.  If Dumbledore didn't want it falling into the Ministry's hands, but wanted you to find it, what better place to hide it than the birthplace of the founder of Gryffindor himself?",hermione granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,Clues Revealed,7,15,"['it', 'dangerous', 'harry', 'but', 'have', 'to', 'admit', 'recently', 'even', 've', 'been', 'thinking', 'we', 'might', 'have', 'to', 'go', 'think', 'it', 'possible', 'something', 'else', 'is', 'hidden', 'there', 'the', 'sword', 'if', 'dumbledore', 'didn', 'want', 'it', 'falling', 'into', 'the', 'ministry', 'hands', 'but', 'wanted', 'you', 'to', 'find', 'it', 'what', 'better', 'place', 'to', 'hide', 'it', 'than', 'the', 'birthplace', 'of', 'the', 'founder', 'of', 'gryffindor', 'himself']","['dangerous', 'harry', 'admit', 'recently', 'even', 'thinking', 'might', 'go', 'think', 'possible', 'something', 'else', 'hidden', 'sword', 'dumbledore', 'want', 'falling', 'ministry', 'hands', 'wanted', 'find', 'better', 'place', 'hide', 'birthplace', 'founder', 'gryffindor']","[('dangerous', 'JJ'), ('harry', 'NN'), ('admit', 'VBP'), ('recently', 'RB'), ('even', 'RB'), ('thinking', 'VBG'), ('might', 'MD'), ('go', 'VB'), ('think', 'VB'), ('possible', 'JJ'), ('something', 'NN'), ('else', 'RB'), ('hidden', 'JJ'), ('sword', 'NN'), ('dumbledore', 'NN'), ('want', 'VBP'), ('falling', 'VBG'), ('ministry', 'NN'), ('hands', 'NNS'), ('wanted', 'VBD'), ('find', 'VBP'), ('better', 'JJ'), ('place', 'NN'), ('hide', 'JJ'), ('birthplace', 'NN'), ('founder', 'NN'), ('gryffindor', 'NN')]","(S
  dangerous/JJ
  harry/NN
  admit/VBP
  recently/RB
  even/RB
  thinking/VBG
  might/MD
  go/VB
  think/VB
  possible/JJ
  something/NN
  else/RB
  hidden/JJ
  sword/NN
  dumbledore/NN
  want/VBP
  falling/VBG
  ministry/NN
  hands/NNS
  wanted/VBD
  find/VBP
  better/JJ
  place/NN
  hide/JJ
  birthplace/NN
  founder/NN
  gryffindor/NN)","[('Harry', 'PERSON'), ('Dumbledore', 'PERSON'), ('Ministry', 'ORG'), ('Gryffindor', 'PERSON')]",27,[],"{'neg': 0.083, 'neu': 0.798, 'pos': 0.118, 'compound': 0.5078}",0.5078,0.118,0.083,0.798,1,0,0,"['harry potter', 'albus dumbledore', 'aberforth dumbledore']"
6366,6367,198,74,1,"Godric's Hollow is the birthplace of Godric Gryffindor -- I mean, 'course it is.  Obvious, isn't it?",harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Clues Revealed,7,15,"['godric', 'hollow', 'is', 'the', 'birthplace', 'of', 'godric', 'gryffindor', 'mean', 'course', 'it', 'is', 'obvious', 'isn', 'it']","['godric', 'hollow', 'birthplace', 'godric', 'gryffindor', 'mean', 'course', 'obvious']","[('godric', 'JJ'), ('hollow', 'NN'), ('birthplace', 'NN'), ('godric', 'JJ'), ('gryffindor', 'NN'), ('mean', 'JJ'), ('course', 'NN'), ('obvious', 'JJ')]","(S
  godric/JJ
  hollow/NN
  birthplace/NN
  godric/JJ
  gryffindor/NN
  mean/JJ
  course/NN
  obvious/JJ)","[('Godric', 'PERSON'), ('Godric Gryffindor', 'PERSON')]",8,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
6367,6368,198,74,3,"Harry, did you ever even open A History of Magic?",hermione granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,Clues Revealed,7,15,"['harry', 'did', 'you', 'ever', 'even', 'open', 'history', 'of', 'magic']","['harry', 'ever', 'even', 'open', 'history', 'magic']","[('harry', 'NN'), ('ever', 'RB'), ('even', 'RB'), ('open', 'JJ'), ('history', 'NN'), ('magic', 'NN')]",(S harry/NN ever/RB even/RB open/JJ history/NN magic/NN),"[('Harry', 'PERSON'), ('A History of Magic', 'WORK_OF_ART')]",6,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,['harry potter']
6368,6369,198,74,1,Tossed it at Neville once when he was snoring -- might've popped open.,harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Clues Revealed,7,15,"['tossed', 'it', 'at', 'neville', 'once', 'when', 'he', 'was', 'snoring', 'might', 've', 'popped', 'open']","['tossed', 'neville', 'snoring', 'might', 'popped', 'open']","[('tossed', 'VBN'), ('neville', 'NNS'), ('snoring', 'VBG'), ('might', 'MD'), ('popped', 'VB'), ('open', 'VB')]",(S tossed/VBN neville/NNS snoring/VBG might/MD popped/VB open/VB),"[('Neville', 'GPE')]",6,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,['neville longbottom']
6369,6370,198,74,1,Hermione...,harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Clues Revealed,7,15,['hermione'],['hermione'],"[('hermione', 'NN')]",(S hermione/NN),[],1,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,['hermione granger']
6370,6371,198,74,3,Don't ever let me give you a haircut again.,hermione granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,Clues Revealed,7,15,"['don', 'ever', 'let', 'me', 'give', 'you', 'haircut', 'again']","['ever', 'let', 'give', 'haircut']","[('ever', 'RB'), ('let', 'VB'), ('give', 'VB'), ('haircut', 'VB')]",(S ever/RB let/VB give/VB haircut/VB),[],4,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
6371,6372,199,9,3,I still think we should've used Polyjuice Potion.,hermione granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,Godric's Hollow,7,16,"['still', 'think', 'we', 'should', 've', 'used', 'polyjuice', 'potion']","['still', 'think', 'used', 'polyjuice', 'potion']","[('still', 'RB'), ('think', 'VBP'), ('used', 'JJ'), ('polyjuice', 'NN'), ('potion', 'NN')]",(S still/RB think/VBP used/JJ polyjuice/NN potion/NN),"[('Polyjuice Potion', 'ORG')]",5,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
6372,6373,199,9,1,No.  This is where I was born. I'm not returning as someone else.,harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Godric's Hollow,7,16,"['no', 'this', 'is', 'where', 'was', 'born', 'not', 'returning', 'as', 'someone', 'else']","['born', 'returning', 'someone', 'else']","[('born', 'VBN'), ('returning', 'VBG'), ('someone', 'NN'), ('else', 'RB')]",(S born/VBN returning/VBG someone/NN else/RB),[],4,[],"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.296}",-0.296,0.0,0.167,0.833,0,1,0,[]
6373,6374,199,9,3,"Harry, I think it's Christmas Eve! Listen...",hermione granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,Godric's Hollow,7,16,"['harry', 'think', 'it', 'christmas', 'eve', 'listen']","['harry', 'think', 'christmas', 'eve', 'listen']","[('harry', 'NN'), ('think', 'VBP'), ('christmas', 'NNS'), ('eve', 'VBP'), ('listen', 'NN')]",(S harry/NN think/VBP christmas/NNS eve/VBP listen/NN),"[('Harry', 'PERSON'), ('Christmas Eve', 'DATE')]",5,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,['harry potter']
6374,6375,199,9,1,Do you think they'd be in there? My mum and dad?,harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Godric's Hollow,7,16,"['do', 'you', 'think', 'they', 'be', 'in', 'there', 'my', 'mum', 'and', 'dad']","['think', 'mum', 'dad']","[('think', 'VB'), ('mum', 'JJ'), ('dad', 'NN')]",(S think/VB mum/JJ dad/NN),[],3,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
6375,6376,199,9,3,Yeah. I think they would.,hermione granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,Godric's Hollow,7,16,"['yeah', 'think', 'they', 'would']","['yeah', 'think', 'would']","[('yeah', 'NN'), ('think', 'NN'), ('would', 'MD')]",(S yeah/NN think/NN would/MD),[],3,[],"{'neg': 0.0, 'neu': 0.577, 'pos': 0.423, 'compound': 0.296}",0.296,0.423,0.0,0.577,1,0,0,[]
6376,6377,199,9,3,Harry.,hermione granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,Godric's Hollow,7,16,['harry'],['harry'],"[('harry', 'NN')]",(S harry/NN),"[('Harry', 'ORG')]",1,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,['harry potter']
6377,6378,199,9,1,Is it -- ?,harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Godric's Hollow,7,16,"['is', 'it']",[],[],(S ),[],0,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
6378,6379,199,9,3,No.  But look.,hermione granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,Godric's Hollow,7,16,"['no', 'but', 'look']",['look'],"[('look', 'NN')]",(S look/NN),[],1,[],"{'neg': 0.444, 'neu': 0.556, 'pos': 0.0, 'compound': -0.1531}",-0.1531,0.0,0.444,0.556,0,1,0,[]
6379,6380,199,9,3,Did you know he had a sister?,hermione granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,Godric's Hollow,7,16,"['did', 'you', 'know', 'he', 'had', 'sister']","['know', 'sister']","[('know', 'NNS'), ('sister', 'VBP')]",(S know/NNS sister/VBP),[],2,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
